dance,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
446,728,5,-7.137,124,914,156,599,407,93.686,4,2
375,145,2,-18.732,361,963,889,128,329,77.903,4,2
232,142,0,-24.701,308,996,867,133,255,95.139,5,2
445,278,10,-11.882,313,914,577,101,262,99.058,3,2
494,366,7,-21.035,292,939,831,882,613,145.047,4,2
296,168,7,-21.006,349,782,934,136,74,73.466,3,2
271,839,0,-19.049,383,903,896,822,155,102.566,4,2
296,168,7,-21.006,349,782,934,136,74,73.466,3,2
296,168,7,-21.006,349,782,934,136,74,73.466,3,2
871,303,0,-23.895,424,949,827,113,346,86.015,4,2
0.27,211,2,-20.438,363,971,868,83,103,98.917,1,2
85,296,0,-28.413,392,977,854,419,321,71.031,3,2
151,292,2,-28.677,434,985,467,105,369,94.686,4,2
261,443,5,-25.362,481,974,749,107,244,76.769,4,2
445,278,10,-11.882,313,914,577,101,262,99.058,3,2
656,533,7,-9.108,588,902,308,598,912,83.074,4,2
328,388,0,-7.756,294,455,174,111,297,82.01,4,2
371,281,10,-13.209,0.11,822,0.0,679,526,123.141,3,2
235,342,9,-13.698,375,973,476,153,612,78.555,4,2
538,828,9,-11.304,831,391,744,146,773,128.03,4,2
461,338,9,-9.458,805,632,2.57e-05,803,997,184.143,3,2
423,423,7,-7.146,539,968,3.19e-06,0.12,304,144.14,4,2
0.36,334,3,-3.706,31,864,0.0,127,365,75.986,5,2
179,538,11,-18.765,343,967,1.66e-05,355,115,90.381,1,2
564,168,7,-11.825,204,995,553,129,372,86.283,3,2
446,108,9,-22.114,311,968,981,664,245,111.943,4,2
515,781,9,-25.804,437,986,844,164,273,101.393,4,2
417,689,1,-12.614,365,913,914,366,563,96.261,4,2
0.49,607,4,-8.563,427,638,5.86e-05,128,539,159.975,4,2
429,568,9,-13.5,505,935,795,418,887,61.307,4,2
0.41,245,2,-17.29,318,957,0.0,793,585,102.378,4,2
289,306,9,-30.79,446,987,911,102,118,125.61,3,2
0.56,281,7,-6.777,818,824,0.0,229,344,102.08,1,2
0.47,303,5,-17.47,532,986,814,0.11,515,88.114,4,2
529,0.14,8,-11.906,566,982,0.0,108,666,109.548,3,2
325,216,9,-17.214,352,977,861,128,109,99.635,3,2
0.43,271,11,-10.088,673,955,0.0,293,417,169.572,4,2
0.32,296,4,-22.273,386,993,0.96,798,142,175.971,3,2
258,637,5,-4.853,323,274,0.0,111,202,89.019,4,2
429,258,7,-16.967,549,957,893,115,972,78.809,1,2
732,0.55,2,-8.711,397,809,91,914,235,132.974,1,2
493,262,1,-11.252,329,727,1.12e-05,933,532,148.401,5,2
441,549,0,-9.367,118,654,447,997,486,75.553,3,2
488,799,4,-28.028,499,983,177,118,275,105.237,3,2
677,446,11,-5.146,418,0.92,0.19,0.34,634,92.975,4,2
231,206,0,-13.593,332,965,856,0.17,136,141.628,3,2
503,641,10,-10.564,101,905,0.0,604,949,106.283,4,2
393,772,10,-3.887,408,265,0.0,331,385,119.718,4,2
847,856,2,-24.716,405,964,592,289,764,84.245,4,2
557,958,8,-18.457,542,0.99,872,145,202,112.819,4,2
532,941,9,-9.025,465,579,527,0.15,278,102.198,4,2
428,237,7,-13.764,351,987,896,849,357,79.904,4,2
137,311,5,-28.208,381,982,972,908,63,179.223,3,2
517,615,2,-10.977,581,842,36,221,756,100.016,4,2
456,129,10,-22.042,427,964,926,716,388,119.379,4,2
283,521,1,-25.091,394,993,892,105,561,70.338,3,2
212,147,0,-19.979,406,969,898,111,155,105.168,3,2
155,138,5,-20.171,406,584,829,0.3,349,132.996,4,2
217,272,0,-17.207,365,957,965,617,194,96.399,4,2
212,147,0,-19.979,406,969,898,111,155,105.168,3,2
328,77,4,-21.11,477,994,309,778,386,121.519,3,2
942,347,10,-19.716,475,987,308,104,724,172.772,4,2
212,147,0,-19.979,406,969,898,111,155,105.168,3,2
212,147,0,-19.979,406,969,898,111,155,105.168,3,2
402,189,5,-22.257,406,996,963,385,619,126.307,4,2
294,419,3,-8.63,345,955,631,168,411,108.141,4,2
407,575,9,-9.439,514,827,9.86e-05,0.18,527,135.83,4,2
486,391,0,-10.397,408,927,874,149,879,168.338,4,2
0.43,645,11,-12.105,895,736,756,592,771,97.383,4,2
396,708,5,-5.27,873,688,1.93e-05,638,589,105.094,4,2
0.3,464,2,-27.828,429,986,897,105,172,129.952,4,2
381,0.41,8,-9.075,341,576,655,114,225,172.377,4,2
541,489,10,-11.421,117,813,262,109,962,113.257,4,2
542,354,4,-11.254,557,963,375,323,757,112.684,4,2
352,424,10,-8.009,634,965,0.0,242,605,75.466,1,2
332,262,2,-16.563,347,876,0.0,164,443,104.04,5,2
183,274,1,-14.184,346,0.95,202,629,259,103.624,3,2
0.41,245,2,-17.29,318,957,0.0,793,585,102.378,4,2
0.32,113,7,-12.43,382,966,111,204,242,109.406,4,2
519,473,4,-2.501,368,853,0.0,323,857,137.511,4,2
606,305,11,-7.478,426,903,0.0,157,503,85.976,4,2
324,186,2,-28.248,476,0.99,934,105,126,85.297,4,2
337,227,4,-19.676,432,983,0.88,351,0.87,81.438,4,2
0.39,282,9,-13.524,493,891,111,124,297,155.877,4,2
402,493,6,-10.52,102,888,192,128,0.67,167.836,4,2
441,391,5,-8.883,305,902,308,105,343,79.95,4,2
552,0.13,9,-8.612,103,996,699,127,356,61.913,3,2
515,262,9,-12.95,239,978,6.9e-05,639,647,100.122,4,2
292,323,6,-16.149,419,951,125,421,599,83.159,4,2
652,478,7,-7.663,553,962,2.42e-05,703,0.83,113.691,4,2
702,533,4,-10.649,999,824,0.0,325,0.54,113.892,4,2
339,572,11,-32.309,378,986,923,103,616,72.7,3,2
506,713,11,-4.745,515,0.17,0.0,206,384,100.241,4,2
447,418,1,-15.082,427,848,2.12e-05,645,706,112.24,4,2
0.4,247,5,-18.249,423,818,0.64,119,394,162.078,4,2
626,453,8,-8.459,468,891,0.0,724,545,89.913,4,2
321,544,2,-7.179,364,293,1.11e-05,0.11,283,127.284,3,2
169,161,9,-31.034,442,986,0.86,805,573,128.143,3,2
863,201,4,-14.365,355,915,943,113,398,74.351,3,2
284,555,1,-6.558,362,942,2.35e-05,141,0.47,83.878,4,2
402,0.83,3,-10.823,399,961,531,196,752,171.774,4,2
376,574,7,-10.636,575,942,283,0.37,912,89.724,3,2
162,898,2,-23.269,354,944,917,187,413,132.047,3,2
216,199,1,-20.583,44,991,916,95,339,178.876,3,2
123,113,0,-20.961,367,972,926,752,378,79.66,1,2
0.14,125,1,-16.519,41,0.86,875,112,362,140.811,3,2
222,456,10,-20.891,385,993,964,231,882,128.691,4,2
201,659,5,-27.143,521,972,931,551,89,91.363,4,2
0.53,146,9,-15.653,917,968,318,849,503,115.543,3,2
549,182,11,-19.85,474,841,954,221,492,114.858,3,2
233,637,7,-22.57,373,918,947,118,268,135.338,4,2
307,532,4,-31.453,403,995,898,0.11,514,80.306,4,2
311,361,2,-22.436,584,992,835,688,0.56,129.37,4,2
415,697,4,-21.838,653,981,2.39e-05,118,108,120.05,3,2
366,289,0,-18.305,443,937,822,317,402,115.119,3,2
524,173,11,-10.675,155,989,3.11e-06,839,503,75.514,3,2
203,419,11,-12.363,356,913,3.73e-05,417,451,81.686,4,2
684,498,2,-9.134,341,765,0.0,355,897,96.021,4,2
343,208,5,-30.632,48,995,941,852,778,129.594,4,2
336,52,3,-25.364,283,952,955,695,366,62.748,4,2
454,388,1,-17.274,455,919,106,806,672,112.476,4,2
517,327,0,-12.574,948,0.99,214,71,694,151.747,4,2
212,108,4,-16.583,364,985,952,111,958,70.953,5,2
614,276,2,-13.025,511,838,2.55e-06,921,649,111.817,4,2
325,735,9,-26.065,506,991,929,804,213,173.798,4,2
384,687,7,-30.411,451,992,0.94,141,417,137.211,4,2
294,949,2,-22.207,365,983,913,204,144,134.184,4,2
349,0.18,0,-21.888,35,984,936,123,833,140.307,4,2
193,371,9,-35.398,408,984,937,129,146,136.13,3,2
382,14,7,-27.667,444,0.99,935,107,349,162.072,4,2
338,568,9,-27.643,374,0.99,907,149,544,152.728,3,2
129,209,7,-30.103,428,965,386,544,427,87.634,4,2
543,657,7,-22.988,401,954,761,119,579,130.447,4,2
449,247,2,-16.29,405,866,869,216,0.62,139.048,4,2
348,158,2,-27.883,407,978,976,108,961,129.514,4,2
348,223,3,-27.507,388,994,923,118,279,67.483,4,2
494,252,2,-12.272,505,983,939,114,347,99.222,4,2
367,175,0,-19.716,428,974,853,232,816,74.077,5,2
342,907,4,-25.054,415,994,935,0.43,962,112.382,3,2
538,733,10,-22.872,719,992,892,884,676,107.567,5,2
0.25,192,10,-19.978,357,988,786,439,258,83.497,3,2
226,201,7,-24.448,477,985,982,156,325,127.242,3,2
0.5,503,0,-32.576,541,991,928,956,432,125.262,4,2
234,112,5,-28.132,449,994,903,0.14,769,157.187,4,2
521,143,7,-16.338,493,971,0.0,177,721,152.807,3,2
506,929,7,-27.106,624,995,0.96,173,674,115.025,4,2
514,489,1,-23.578,275,964,949,233,453,97.303,1,2
514,0.73,1,-5.934,598,146,9.54e-05,897,334,171.005,4,3
535,765,1,-7.862,444,54,0.0,921,373,191.827,4,3
0.86,541,1,-6.51,325,165,163,663,952,114.984,4,3
733,0.69,9,-5.529,427,635,1.18e-06,105,0.31,116.992,4,3
679,587,7,-7.015,276,141,6.35e-06,137,486,186.003,4,3
796,572,8,-7.03,545,416,2.55e-05,975,304,98.967,4,3
724,618,2,-9.007,534,533,704,886,683,100.021,4,3
847,558,8,-5.855,663,325,0.0,135,495,98.062,4,3
662,0.4,2,-11.2,548,735,1.65e-05,863,617,79.972,4,3
772,649,2,-6.411,143,724,0.0,761,824,90.072,4,3
837,717,5,-7.749,822,842,0.0,149,494,94.984,4,3
761,525,11,-6.9,944,0.44,6.7e-06,921,531,80.87,4,3
0.41,611,4,-8.271,467,228,0.0,116,899,185.727,3,3
672,0.52,8,-7.747,353,859,0.0,115,0.37,120.001,4,3
854,611,8,-6.26,864,223,0.0,119,417,100.024,4,3
609,692,1,-2.958,259,157,0.0,864,454,116.959,3,3
663,478,4,-7.265,185,95,0.0,705,341,85.264,4,3
716,803,10,-5.14,445,0.03,0.0,817,325,124.961,4,3
0.77,0.84,11,-4.022,107,515,452,145,192,96.012,4,3
692,488,7,-10.96,135,508,0.0,154,299,171.9,4,3
0.43,612,10,-5.534,392,432,2.29e-06,955,241,85.959,4,3
0.63,739,0,-3.942,248,194,0.0,113,224,109.985,4,3
795,0.67,1,-5.313,143,269,0.0,733,643,100.004,4,3
599,448,8,-6.312,232,163,0.0,106,168,95.05,3,3
881,592,2,-4.898,324,619,1.32e-05,901,719,101.058,4,3
789,744,1,-7.245,414,281,0.0,763,783,143.998,4,3
863,387,5,-10.057,256,365,238,0.06,0.39,100.013,4,3
792,647,10,-5.447,334,299,0.0,119,638,89.029,4,3
557,794,11,-5.698,0.2,179,0.0,106,432,91.366,4,3
607,713,4,-5.105,0.03,0.56,4.98e-05,101,611,124.868,4,3
652,557,1,-5.714,318,0.74,0.0,124,483,150.073,4,3
825,652,1,-3.183,802,581,0.0,931,931,95.977,4,3
516,481,0,-9.234,433,819,2.87e-06,893,212,138.997,4,3
592,728,2,-6.098,311,148,0.0,379,577,113.17,5,3
676,696,9,-6.68,452,666,0.0,931,606,94.945,4,3
464,491,7,-7.039,392,837,1.39e-06,111,106,76.739,3,3
764,532,9,-5.979,491,598,0.0,0.26,859,123.95,4,3
0.4,366,6,-8.598,342,0.87,163,102,508,80.568,4,3
0.72,0.63,10,-5.549,413,615,0.0,108,512,81.009,4,3
468,779,9,-4.839,779,112,373,101,0.26,173.799,4,3
789,536,9,-5.422,424,604,2.09e-06,88,877,124.029,4,3
603,573,1,-5.843,502,478,0.0,971,236,82.941,4,3
709,454,9,-7.843,167,445,0.0,136,548,90.038,4,3
813,657,0,-6.447,372,269,0.0,183,651,110.053,3,3
0.55,448,11,-9.117,366,777,459,111,388,147.986,4,3
429,614,4,-6.573,709,513,316,922,743,149.966,3,3
661,0.92,9,-3.469,188,352,1.4e-05,314,494,82.508,4,3
687,637,10,-9.55,0.13,0.12,0.0,291,0.56,152.0,4,3
652,0.37,4,-9.922,604,661,0.0,109,662,99.894,4,3
715,654,2,-7.266,336,196,117,667,762,175.589,3,3
539,508,10,-6.05,288,727,0.0,174,227,101.358,3,3
714,472,2,-7.375,864,13,4.51e-06,266,238,131.121,4,3
0.52,731,6,-5.338,557,342,101,311,662,173.93,4,3
351,296,4,-10.109,333,934,0.0,95,0.12,115.284,4,3
591,764,1,-5.484,483,383,0.0,103,478,169.928,4,3
706,674,9,-5.932,44,0.3,0.0,202,359,83.001,4,3
662,661,0,-5.689,514,417,0.0,784,222,80.009,4,3
671,673,11,-6.941,444,148,5.29e-05,304,494,121.963,4,3
751,669,3,-6.532,359,342,1.31e-05,822,359,119.014,4,3
573,715,8,-3.293,256,444,0.0,898,258,101.699,3,3
649,716,8,-5.371,349,863,2.63e-05,135,163,99.988,4,3
748,524,8,-5.599,338,414,0.0,111,661,95.01,4,3
622,431,11,-8.26,293,955,0.0,88,365,117.919,4,3
508,507,0,-5.33,384,636,1.15e-05,359,218,159.68,4,3
791,862,9,-3.24,0.11,37,2.19e-05,814,592,123.994,4,3
435,658,7,-5.949,368,699,0.0,125,524,77.17,4,3
702,0.86,7,-3.969,345,361,1.33e-06,133,829,120.042,4,3
625,598,7,-6.6,373,616,0.0,299,0.5,90.078,4,3
682,344,5,-8.567,281,789,0.0,121,548,104.984,4,3
775,613,3,-4.586,542,109,2.33e-05,134,797,100.066,4,3
562,519,3,-8.744,326,557,268,172,415,122.925,4,3
829,665,2,-8.128,868,242,1.75e-05,123,861,122.043,4,3
728,563,1,-8.053,134,621,0.0,179,352,100.017,4,3
696,704,1,-7.876,423,167,0.0,155,426,124.972,4,3
565,551,0,-7.007,687,845,0.0,139,125,112.98,4,3
612,495,7,-6.699,383,726,0.0,125,433,154.03,3,3
787,603,9,-4.781,34,435,0.0,101,743,106.984,4,3
708,672,6,-7.493,582,322,0.0,135,399,93.886,4,3
791,687,1,-6.279,104,665,2.12e-06,986,513,130.154,4,3
486,494,6,-8.56,324,715,0.0,109,414,179.975,4,3
684,771,8,-5.353,307,548,0.0,112,539,119.982,4,3
706,527,5,-8.706,269,139,169,112,144,103.008,4,3
445,0.28,10,-12.668,275,819,1.29e-05,111,299,104.743,4,3
619,429,2,-7.867,28,738,1.35e-05,136,545,90.058,4,3
324,539,2,-8.076,38,713,3.15e-05,118,486,120.526,4,3
745,432,0,-8.092,406,629,0.0,351,693,104.018,4,3
605,0.53,11,-6.346,246,821,0.0,131,397,93.95,4,3
577,812,8,-4.801,535,158,0.0,0.25,758,160.1,3,3
794,719,0,-7.227,761,119,0.0,276,0.69,90.016,4,3
814,786,8,-5.178,232,69,0.0,976,797,93.025,4,3
632,773,6,-4.856,346,623,0.0,885,474,130.033,4,3
359,543,7,-7.582,915,492,1.57e-05,118,453,68.505,4,3
718,382,7,-8.237,466,585,0.0,128,499,87.029,4,3
701,638,6,-3.711,302,492,0.0,153,813,177.867,4,3
632,773,6,-4.856,346,623,0.0,885,474,130.033,4,3
392,579,7,-9.195,164,835,179,145,549,80.961,4,3
623,655,5,-9.998,203,304,0.0,0.18,749,99.739,4,3
612,0.58,0,-8.572,419,525,414,0.26,534,130.045,4,3
502,425,6,-12.018,413,664,0.0,364,0.72,180.2,3,3
0.72,692,8,-6.354,894,291,0.0,177,0.52,110.011,4,3
801,806,11,-5.206,381,382,669,114,802,106.999,4,3
323,737,10,-4.008,338,142,162,163,155,113.26,4,3
0.44,317,8,-9.258,531,891,4.78e-06,141,268,169.914,3,3
811,655,1,-7.118,353,947,1.63e-06,68,925,117.979,4,3
761,554,1,-8.119,854,193,844,802,555,92.52,4,3
723,456,4,-7.679,359,137,2.95e-05,81,383,101.139,4,3
826,553,1,-10.121,234,163,4.12e-05,135,0.4,140.037,4,3
748,472,0,-9.266,125,596,1.1e-05,102,364,149.97,4,3
481,392,4,-8.2,246,478,0.0,122,257,91.796,4,3
651,567,5,-5.941,317,934,991,124,138,108.953,4,3
629,763,0,-4.279,453,244,0.0,312,809,93.023,4,3
742,882,7,-2.862,117,466,0.0,206,463,102.04,4,3
827,587,9,-5.531,113,203,0.0,727,774,119.936,4,3
676,588,7,-7.025,275,137,8.47e-06,137,484,186.012,4,3
629,763,0,-4.279,453,244,0.0,312,809,93.023,4,3
0.51,502,7,-7.016,325,0.71,0.0,708,321,133.885,4,3
382,632,8,-6.393,411,391,486,922,716,78.936,4,3
0.37,467,2,-6.973,411,442,0.0,109,162,137.796,4,3
601,741,2,-5.569,478,185,2.91e-05,415,441,153.96,4,3
676,588,7,-7.025,275,137,8.47e-06,137,484,186.012,4,3
524,515,11,-7.478,427,674,0.0,104,368,169.882,4,3
826,581,3,-6.425,0.21,518,2.49e-06,703,787,92.434,4,3
427,396,11,-7.556,366,736,0.0,0.11,306,70.368,4,3
594,625,11,-9.081,256,521,0.0,481,517,96.706,4,3
695,884,6,-2.278,753,561,0.0,213,914,103.014,4,3
565,551,0,-7.007,687,845,0.0,139,125,112.98,4,3
799,0.44,1,-7.422,61,559,0.0,105,0.43,90.006,4,3
773,0.82,0,-5.897,115,394,0.0,739,555,92.996,4,3
717,471,9,-7.971,348,792,1.24e-06,327,426,110.026,4,3
747,739,8,-6.008,487,106,2.22e-05,101,523,120.996,4,3
656,551,8,-6.43,299,721,1.26e-06,947,329,114.106,4,3
563,495,2,-10.272,362,781,0.0,837,244,125.998,4,3
512,796,1,-4.075,645,147,209,938,344,171.014,4,3
0.69,683,5,-7.186,968,76,113,134,549,160.088,4,3
646,795,9,-3.293,976,319,0.0,267,796,89.99,4,3
512,796,1,-4.075,645,147,209,938,344,171.014,4,3
512,796,1,-4.075,645,147,209,938,344,171.014,4,3
0.76,703,5,-5.412,54,103,0.0,913,0.57,95.997,4,3
512,796,1,-4.075,645,147,209,938,344,171.014,4,3
773,0.82,0,-5.897,115,394,0.0,739,555,92.996,4,3
758,0.57,6,-8.645,462,374,2.47e-06,184,567,126.966,4,3
636,647,0,-6.97,436,422,0.0,251,0.44,105.914,4,3
401,553,5,-8.263,337,0.47,2.96e-06,124,364,79.144,4,3
762,861,0,-3.296,955,185,0.0,264,955,120.048,4,3
648,711,4,-6.216,304,436,0.0,121,0.33,119.935,4,3
385,464,2,-6.975,404,452,0.0,109,0.15,137.839,4,3
615,623,4,-6.724,867,893,0.0,205,266,92.937,4,3
605,371,1,-10.487,431,396,0.0,147,496,149.566,4,3
815,761,4,-7.162,144,192,0.0,272,0.82,121.999,4,3
636,425,6,-11.722,453,591,0.0,908,548,170.013,4,3
461,593,1,-4.954,356,0.17,0.0,307,175,134.17,3,3
581,557,5,-7.557,466,671,0.0,107,333,140.047,4,3
586,532,11,-8.837,328,779,565,124,494,99.994,4,3
578,537,9,-8.676,832,162,0.0,76,0.25,83.909,4,3
528,449,5,-6.25,25,785,0.0,122,317,94.058,4,3
824,764,5,-4.175,854,888,294,117,881,107.998,4,3
737,802,0,-4.771,878,468,0.0,931,682,144.015,4,3
622,779,9,-5.799,37,102,934,145,761,100.013,4,3
548,816,0,-4.209,465,122,0.0,335,557,95.39,4,3
417,433,4,-8.958,415,726,0.0,123,207,169.92,4,3
761,525,11,-6.9,944,0.44,6.7e-06,921,531,80.87,4,3
296,581,6,-5.945,338,433,0.0,577,231,147.935,4,3
717,416,7,-9.875,303,635,1.43e-06,976,381,100.026,4,3
259,437,11,-6.589,386,102,1.32e-06,106,951,180.042,4,3
695,727,6,-6.274,323,744,175,533,864,118.034,4,3
679,537,4,-7.843,322,844,3.34e-06,108,481,111.979,4,3
759,0.54,9,-6.039,287,37,0.0,945,0.75,116.947,4,3
691,614,4,-8.991,534,27,106,158,61,77.489,4,3
481,496,8,-7.421,262,588,0.0,132,453,89.839,4,3
505,667,9,-5.797,323,597,0.0,213,516,151.728,4,3
786,727,9,-5.028,51,818,0.0,824,697,93.97,4,3
703,609,11,-7.3,444,111,0.0,515,696,89.929,4,3
456,668,9,-7.795,373,604,145,141,263,144.062,4,3
817,682,4,-5.376,214,245,1.84e-06,631,605,90.039,4,3
704,797,0,-5.927,475,826,745,546,825,139.994,4,3
352,0.34,0,-10.002,357,898,3.3e-06,936,314,179.865,4,3
0.69,575,11,-5.763,124,345,0.0,309,509,87.967,4,3
826,712,11,-5.219,727,95,0.0,105,0.49,93.029,4,3
0.7,343,2,-10.474,308,767,0.0,789,488,137.864,4,3
742,911,8,-2.812,572,137,81,593,0.78,101.0,4,3
711,295,0,-12.377,334,534,4.51e-05,782,694,135.041,4,3
591,764,1,-5.484,483,383,0.0,103,478,169.928,4,3
0.62,627,7,-6.187,307,497,0.0,133,557,82.008,4,3
527,835,6,-5.298,433,166,0.0,249,654,125.983,4,3
465,551,7,-6.58,362,619,6.03e-06,109,415,89.459,4,3
262,606,8,-6.646,484,247,0.0,125,275,189.857,4,3
532,603,10,-7.575,545,756,0.0,323,431,173.955,4,3
738,599,8,-7.102,393,434,0.0,0.13,575,120.052,5,3
715,0.89,11,-5.438,51,111,837,297,891,134.994,4,3
721,628,10,-5.546,409,0.61,0.0,108,514,81.008,4,3
616,525,7,-7.065,258,401,484,309,427,79.976,4,3
817,715,9,-5.13,484,183,0.0,214,398,100.002,4,3
866,813,11,-4.063,554,0.38,0.0,779,969,121.998,4,3
724,818,8,-3.747,168,201,0.0,358,696,77.004,4,3
518,723,2,-8.075,137,157,1.2e-05,107,363,100.118,4,3
794,719,0,-7.227,761,119,0.0,276,0.69,90.016,4,3
649,799,2,-4.87,377,405,0.0,452,558,173.913,4,3
562,519,3,-8.744,326,557,268,172,415,122.925,4,3
546,786,4,-9.486,212,349,1.35e-06,109,434,99.798,3,3
601,733,6,-5.987,362,333,1.73e-06,406,375,94.017,4,3
0.68,826,0,-5.487,309,212,1.24e-05,543,644,118.051,4,3
736,704,3,-7.409,615,203,0.0,501,894,149.995,4,3
607,593,4,-7.982,378,0.2,0.0,833,211,107.988,4,3
486,898,9,-3.791,171,309,0.0,886,648,88.335,4,3
639,767,6,-4.997,928,0.13,0.0,205,0.54,154.032,4,3
0.52,731,6,-5.338,557,342,101,311,662,173.93,4,3
779,331,1,-10.115,794,411,577,0.11,182,96.012,4,3
677,696,0,-6.181,119,321,0.0,0.42,464,90.03,4,3
752,505,9,-7.621,253,535,2.55e-06,104,419,91.97,4,3
491,693,0,-6.487,377,211,6.92e-06,325,412,90.027,4,3
561,965,7,-3.673,343,383,7.07e-06,371,304,128.04,4,3
728,859,5,-5.237,137,401,0.0,111,535,65.043,4,3
504,788,3,-4.113,215,134,0.0,363,228,170.039,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
473,401,4,-7.018,241,629,1.17e-05,154,345,90.076,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
745,826,6,-4.339,866,357,0.0,302,674,90.149,4,3
726,787,4,-2.494,737,9,0.0,596,888,124.99,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
428,467,2,-4.904,327,0.68,0.0,135,193,90.831,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
0.56,512,1,-7.185,333,592,0.0,56,0.39,123.991,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
746,765,6,-4.41,993,112,0.0,936,737,114.044,4,3
693,643,4,-5.867,828,138,0.0,108,477,95.055,4,3
223,359,0,-7.569,312,845,0.0,133,193,73.059,4,3
559,632,5,-7.58,608,413,0.0,118,699,90.097,4,3
918,585,7,-7.781,889,627,0.0,624,519,131.966,4,3
594,935,0,-2.018,357,243,2.36e-06,102,602,113.99,4,3
598,448,8,-6.312,232,162,0.0,106,168,95.009,3,3
598,448,8,-6.312,232,162,0.0,106,168,95.009,3,3
555,257,10,-12.637,299,892,1.42e-06,124,431,89.013,4,3
741,761,8,-5.414,143,759,607,126,912,147.047,3,3
594,935,0,-2.018,357,243,2.36e-06,102,602,113.99,4,3
788,859,2,-2.724,856,281,0.0,424,822,141.02,4,3
401,272,7,-11.872,498,311,1.18e-06,147,927,179.887,3,3
594,935,0,-2.018,357,243,2.36e-06,102,602,113.99,4,3
618,439,9,-5.63,269,424,0.0,127,242,139.983,4,3
594,935,0,-2.018,357,243,2.36e-06,102,602,113.99,4,3
471,396,8,-6.654,336,0.77,0.0,729,263,149.609,4,3
0.52,849,9,-3.794,186,253,0.0,119,774,175.908,4,3
0.52,849,9,-3.794,186,253,0.0,119,774,175.908,4,3
586,0.86,2,-4.023,539,412,0.0,372,203,138.03,4,3
768,935,11,-4.902,598,488,117,339,0.8,125.971,4,3
392,574,5,-5.744,336,627,0.0,532,446,65.528,4,3
607,692,2,-4.276,33,0.43,0.0,151,242,114.789,4,3
768,935,11,-4.902,598,488,117,339,0.8,125.971,4,3
567,211,0,-9.975,315,952,5.24e-05,275,289,134.019,4,3
702,825,6,-3.787,601,883,0.0,674,915,102.977,4,3
0.55,488,6,-8.059,284,718,118,126,301,136.025,3,3
538,763,11,-6.346,205,152,0.0,109,484,180.002,4,3
665,539,11,-7.213,474,825,5.85e-06,121,368,110.101,4,3
442,444,4,-9.804,42,744,0.0,671,386,143.691,3,3
849,592,6,-4.309,102,632,2.39e-06,108,652,89.966,4,3
761,896,11,-3.668,215,776,2.7e-06,124,0.65,96.957,4,3
537,419,11,-11.585,414,0.76,1.07e-05,107,292,132.261,4,3
724,804,11,-4.614,448,124,0.0,204,306,124.987,4,3
444,819,10,-4.078,341,106,0.0,107,747,82.695,4,3
709,929,5,-1.583,61,431,648,125,477,103.01,4,3
778,227,1,-16.191,379,983,0.14,113,0.38,116.033,4,3
779,964,10,-2.888,995,858,1.46e-05,676,613,139.241,4,3
775,327,11,-7.241,557,841,0.0,821,595,91.05,4,3
604,741,2,-5.571,475,178,3.49e-05,409,473,153.947,4,3
678,825,3,-4.417,196,527,0.0,963,631,90.047,4,3
813,554,9,-6.631,544,315,0.0,105,0.86,148.011,4,3
706,644,11,-6.055,297,125,0.0,108,624,149.452,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
495,333,4,-10.109,288,737,0.0,112,0.37,99.757,4,3
722,859,6,-8.143,39,0.11,7.39e-05,929,562,110.969,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
0.79,724,1,-6.972,852,696,2.33e-06,113,642,101.04,4,3
464,642,5,-3.656,32,189,0.0,957,828,151.592,4,3
533,426,9,-9.525,297,0.46,0.0,0.1,152,103.267,3,3
409,0.57,6,-10.54,711,687,0.0,173,336,128.657,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
409,0.57,6,-10.54,711,687,0.0,173,336,128.657,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
409,0.57,6,-10.54,711,687,0.0,173,336,128.657,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
464,642,5,-3.656,32,189,0.0,957,828,151.592,4,3
743,735,8,-5.337,382,389,0.0,304,631,104.979,4,3
623,668,6,-7.282,531,475,0.0,862,823,161.948,4,3
533,426,9,-9.525,297,0.46,0.0,0.1,152,103.267,3,3
409,0.57,6,-10.54,711,687,0.0,173,336,128.657,4,3
